user_id,region,operator,registration_date
394,Bohicon,MTN,2025-05-22
395,Abomey,Celtiis,2025-12-18
396,Porto-Novo,Celtiis,2025-08-10
397,Abomey,MTN,2025-07-04
398,Porto-Novo,Moov,2025-07-10
399,Porto-Novo,MTN,2025-10-26
400,Parakou,Moov,2025-12-28
401,Porto-Novo,Celtiis,2025-11-22
402,Abomey,Moov,2025-07-17
403,Parakou,MTN,2025-11-05
404,Cotonou,Celtiis,2025-04-16
405,Abomey,Moov,2026-01-11
406,Abomey,Celtiis,2025-04-13
407,Porto-Novo,MTN,2025-12-21
408,Porto-Novo,MTN,2025-06-22
409,Porto-Novo,Celtiis,2025-08-29
410,Parakou,Moov,2025-06-23
411,Parakou,MTN,2025-06-24
412,Bohicon,Celtiis,2026-02-08
413,Bohicon,Moov,2025-11-08
414,Cotonou,MTN,2025-09-29
415,Parakou,Celtiis,2026-01-31
416,Bohicon,MTN,2025-04-18
417,Bohicon,MTN,2026-01-21
418,Cotonou,Celtiis,2026-02-25
419,Abomey,Celtiis,2025-05-09
420,Porto-Novo,Celtiis,2025-12-28
421,Bohicon,Celtiis,2025-04-03
422,Porto-Novo,Celtiis,2026-01-28
423,Cotonou,MTN,2025-04-08
424,Porto-Novo,Moov,2025-06-29
425,Abomey,Celtiis,2026-02-18
426,Parakou,Moov,2025-09-03
427,Abomey,Celtiis,2025-11-14
428,Cotonou,Moov,2025-11-22
429,Abomey,Moov,2025-11-23
430,Cotonou,Celtiis,2025-11-21
431,Parakou,Moov,2025-03-16
432,Cotonou,Moov,2025-04-19
433,Abomey,Moov,2025-08-23
434,Abomey,Celtiis,2025-04-22
435,Abomey,MTN,2025-11-13
436,Porto-Novo,Celtiis,2025-06-05
437,Porto-Novo,MTN,2026-01-28
438,Porto-Novo,MTN,2025-12-27
439,Parakou,MTN,2025-08-13
440,Parakou,Celtiis,2025-05-20
441,Porto-Novo,MTN,2025-09-07
442,Porto-Novo,Celtiis,2025-10-12
443,Parakou,Celtiis,2025-12-17
444,Porto-Novo,Moov,2025-03-17
445,Bohicon,MTN,2026-02-06
446,Cotonou,MTN,2025-05-26
447,Abomey,MTN,2025-03-14
448,Porto-Novo,MTN,2026-02-25
449,Bohicon,MTN,2025-08-08
450,Abomey,Moov,2025-12-26
451,Bohicon,MTN,2025-05-06
452,Porto-Novo,MTN,2025-06-25
453,Bohicon,MTN,2025-04-30
454,Cotonou,Moov,2025-05-20
455,Abomey,Celtiis,2025-07-03
456,Cotonou,Moov,2025-04-21
457,Porto-Novo,MTN,2025-03-18
458,Parakou,Moov,2026-02-14
459,Parakou,Celtiis,2025-10-11
460,Parakou,Moov,2025-09-22
461,Bohicon,MTN,2025-12-18
462,Porto-Novo,MTN,2025-12-17
463,Parakou,MTN,2025-11-22
464,Cotonou,Moov,2025-12-14
465,Bohicon,MTN,2025-09-24
466,Bohicon,Moov,2025-05-01
467,Abomey,MTN,2026-01-21
468,Abomey,MTN,2026-01-04
469,Cotonou,MTN,2025-12-07
470,Cotonou,Celtiis,2026-02-25
471,Abomey,Celtiis,2025-08-27
472,Cotonou,Moov,2025-11-09
473,Bohicon,MTN,2025-06-06
474,Porto-Novo,MTN,2025-08-11
475,Abomey,MTN,2025-05-13
476,Cotonou,Moov,2025-10-26
477,Bohicon,Moov,2025-06-25
478,Porto-Novo,Moov,2025-10-09
479,Abomey,MTN,2025-11-09
480,Cotonou,Moov,2025-03-10
481,Abomey,Moov,2025-04-03
482,Abomey,MTN,2025-07-14
483,Abomey,Celtiis,2026-01-16
484,Parakou,Moov,2025-03-11
485,Porto-Novo,MTN,2025-02-27
486,Parakou,Celtiis,2025-12-21
487,Abomey,Moov,2025-07-25
488,Abomey,Moov,2025-04-10
489,Bohicon,Celtiis,2025-12-10
490,Bohicon,Celtiis,2025-12-19
491,Bohicon,Celtiis,2025-07-03
492,Bohicon,Moov,2025-07-08
493,Parakou,Celtiis,2025-03-11
494,Porto-Novo,Moov,2026-02-06
495,Porto-Novo,MTN,2026-01-27
496,Bohicon,Celtiis,2025-07-08
497,Cotonou,Moov,2025-11-13
498,Porto-Novo,MTN,2025-05-17
499,Porto-Novo,MTN,2026-01-01
500,Bohicon,MTN,2026-01-11
501,Porto-Novo,Moov,2025-07-08
502,Abomey,MTN,2025-05-02
503,Abomey,Celtiis,2025-06-08
504,Bohicon,Celtiis,2025-05-04
505,Porto-Novo,Moov,2025-06-22
506,Porto-Novo,Celtiis,2025-09-20
507,Bohicon,MTN,2025-10-21
508,Abomey,MTN,2026-01-13
509,Abomey,Moov,2025-05-16
510,Porto-Novo,Celtiis,2026-02-15
511,Parakou,Celtiis,2025-12-30
512,Parakou,Moov,2025-11-03
513,Bohicon,MTN,2025-08-05
514,Parakou,Moov,2025-08-19
515,Porto-Novo,MTN,2025-03-07
516,Porto-Novo,MTN,2025-06-19
517,Porto-Novo,MTN,2026-01-18
518,Parakou,MTN,2025-08-20
519,Abomey,Celtiis,2025-10-14
520,Abomey,Moov,2025-07-14
521,Porto-Novo,MTN,2025-04-26
522,Porto-Novo,Celtiis,2025-04-23
523,Porto-Novo,MTN,2025-09-10
524,Parakou,MTN,2025-10-09
525,Porto-Novo,MTN,2025-05-13
526,Bohicon,Celtiis,2025-05-06
527,Porto-Novo,Celtiis,2025-06-14
528,Abomey,Moov,2025-08-13
529,Parakou,Moov,2025-11-17
530,Abomey,MTN,2025-07-08
531,Cotonou,Celtiis,2025-09-24
532,Cotonou,Moov,2025-12-24
533,Cotonou,MTN,2025-05-19
534,Cotonou,Moov,2025-10-04
535,Bohicon,Moov,2025-05-17
536,Abomey,Celtiis,2025-07-07
537,Cotonou,Moov,2025-10-26
538,Parakou,Celtiis,2025-11-25
539,Cotonou,Moov,2025-06-16
540,Abomey,MTN,2026-02-03
541,Parakou,MTN,2025-03-01
542,Abomey,Moov,2025-08-22
543,Porto-Novo,Celtiis,2025-08-04
544,Porto-Novo,Celtiis,2025-09-12
545,Abomey,Celtiis,2025-11-17
546,Porto-Novo,Moov,2025-05-01
547,Porto-Novo,Moov,2025-04-26
548,Bohicon,Moov,2025-08-24
549,Porto-Novo,Moov,2025-06-04
550,Porto-Novo,MTN,2025-07-02
551,Bohicon,Moov,2026-01-26
552,Cotonou,Moov,2025-10-30
553,Cotonou,MTN,2026-02-17
554,Bohicon,MTN,2025-10-10
555,Cotonou,MTN,2025-03-02
556,Cotonou,Celtiis,2025-06-18
557,Porto-Novo,MTN,2025-05-26
558,Cotonou,Moov,2025-06-28
559,Cotonou,Moov,2025-12-26
560,Porto-Novo,Celtiis,2025-06-18
561,Parakou,Moov,2025-05-11
562,Bohicon,MTN,2025-09-13
563,Bohicon,Moov,2025-03-22
564,Abomey,MTN,2025-07-01
565,Porto-Novo,MTN,2026-01-28
566,Bohicon,Moov,2025-10-02
567,Porto-Novo,Moov,2025-03-23
568,Porto-Novo,Moov,2026-02-25
569,Abomey,Celtiis,2025-11-24
570,Bohicon,MTN,2025-11-13
571,Porto-Novo,Celtiis,2025-11-03
572,Bohicon,Moov,2025-03-13
573,Porto-Novo,MTN,2025-08-14
574,Cotonou,Moov,2025-11-04
575,Parakou,Celtiis,2025-10-10
576,Parakou,MTN,2025-07-10
577,Bohicon,Moov,2025-02-26
578,Porto-Novo,Celtiis,2025-08-28
579,Cotonou,MTN,2025-11-17
580,Cotonou,MTN,2025-11-22
581,Cotonou,Celtiis,2025-09-18
582,Bohicon,Celtiis,2025-12-31
583,Cotonou,Moov,2025-10-23
584,Abomey,Celtiis,2025-03-19
585,Bohicon,MTN,2025-12-12
586,Bohicon,MTN,2025-05-19
587,Bohicon,MTN,2025-09-21
588,Cotonou,MTN,2026-02-11
589,Porto-Novo,Celtiis,2025-03-27
590,Porto-Novo,Celtiis,2026-01-05
591,Cotonou,Moov,2025-08-15
592,Parakou,Moov,2026-01-02
593,Abomey,Celtiis,2025-06-19
594,Porto-Novo,MTN,2025-04-26
595,Parakou,Celtiis,2025-09-08
596,Cotonou,Moov,2025-07-13
597,Parakou,Celtiis,2025-08-03
598,Abomey,Moov,2026-01-24
599,Cotonou,Celtiis,2025-11-19
600,Cotonou,Celtiis,2025-04-07
601,Bohicon,Moov,2025-06-23
602,Porto-Novo,Celtiis,2025-11-09
603,Porto-Novo,MTN,2025-12-26
604,Porto-Novo,MTN,2025-09-05
605,Abomey,MTN,2025-03-23
606,Bohicon,Celtiis,2025-04-18
607,Parakou,MTN,2025-06-15
608,Bohicon,Celtiis,2025-06-01
609,Cotonou,Celtiis,2026-01-29
610,Abomey,Celtiis,2025-05-12
611,Cotonou,MTN,2025-04-02
612,Parakou,MTN,2025-04-06
613,Cotonou,Celtiis,2025-04-09
614,Bohicon,Moov,2025-12-16
615,Bohicon,Moov,2025-03-13
616,Porto-Novo,Celtiis,2025-10-30
617,Porto-Novo,Moov,2025-04-15
618,Cotonou,Celtiis,2025-09-22
619,Parakou,Moov,2026-01-23
620,Abomey,Celtiis,2025-07-29
621,Parakou,MTN,2025-02-25
622,Bohicon,MTN,2025-05-12
623,Parakou,MTN,2025-09-24
624,Parakou,Moov,2025-06-07
625,Abomey,Celtiis,2025-10-22
626,Porto-Novo,Celtiis,2025-07-17
627,Abomey,Celtiis,2025-09-03
628,Bohicon,Moov,2025-08-14
629,Cotonou,Celtiis,2025-12-09
630,Abomey,Moov,2025-05-18
631,Porto-Novo,Celtiis,2025-10-15
632,Cotonou,MTN,2025-11-11
633,Cotonou,Moov,2025-10-19
634,Abomey,Moov,2025-07-08
635,Porto-Novo,Moov,2025-07-23
636,Porto-Novo,Celtiis,2025-12-15
637,Abomey,Moov,2025-04-02
638,Parakou,Moov,2025-12-02
639,Cotonou,Celtiis,2025-05-25
640,Porto-Novo,Moov,2026-02-13
641,Porto-Novo,Moov,2025-05-29
642,Parakou,Moov,2026-01-19
643,Bohicon,Moov,2026-01-19
644,Abomey,Celtiis,2026-02-15
645,Bohicon,Moov,2025-11-10
646,Bohicon,MTN,2026-02-05
647,Parakou,MTN,2025-12-12
648,Bohicon,Moov,2026-02-25
649,Abomey,Moov,2026-01-15
650,Cotonou,MTN,2025-05-29
651,Abomey,MTN,2025-10-03
652,Parakou,Moov,2026-02-25
653,Abomey,Celtiis,2025-05-30
654,Parakou,Celtiis,2025-04-27
655,Cotonou,Celtiis,2025-08-14
656,Porto-Novo,MTN,2025-05-10
657,Bohicon,Moov,2025-10-06
658,Parakou,Celtiis,2025-10-23
659,Porto-Novo,MTN,2025-11-17
660,Parakou,Celtiis,2025-05-10
661,Parakou,Moov,2026-01-06
662,Bohicon,Celtiis,2025-11-07
663,Parakou,Celtiis,2025-03-05
664,Cotonou,Celtiis,2025-04-14
665,Parakou,Celtiis,2026-02-22
666,Bohicon,Celtiis,2025-03-21
667,Parakou,MTN,2025-09-04
668,Parakou,Moov,2026-01-22
669,Porto-Novo,Celtiis,2025-12-17
670,Parakou,Celtiis,2026-02-09
671,Abomey,Moov,2025-08-01
672,Porto-Novo,MTN,2025-08-10
673,Abomey,MTN,2025-04-19
674,Abomey,Celtiis,2025-12-06
675,Abomey,MTN,2025-10-06
676,Cotonou,Celtiis,2025-08-25
677,Porto-Novo,Celtiis,2025-03-07
678,Abomey,Celtiis,2025-08-18
679,Cotonou,MTN,2026-01-10
680,Porto-Novo,Moov,2025-10-23
681,Bohicon,MTN,2025-05-26
682,Parakou,MTN,2025-08-21
683,Porto-Novo,Moov,2026-02-19
684,Porto-Novo,Moov,2025-10-05
685,Abomey,Moov,2026-01-10
686,Porto-Novo,Celtiis,2025-09-18
687,Bohicon,MTN,2025-12-21
688,Cotonou,Moov,2025-12-30
689,Parakou,Moov,2025-12-20
690,Bohicon,MTN,2025-06-24
691,Porto-Novo,Celtiis,2025-04-15
692,Abomey,Celtiis,2025-07-01
693,Parakou,Moov,2025-06-28
694,Abomey,Celtiis,2025-04-26
695,Abomey,Moov,2026-02-01
696,Parakou,Celtiis,2025-09-08
697,Cotonou,MTN,2025-03-12
698,Bohicon,Celtiis,2026-01-12
699,Parakou,MTN,2025-06-16
700,Parakou,Moov,2025-08-01
701,Bohicon,Moov,2025-10-24
702,Porto-Novo,Moov,2025-06-29
703,Porto-Novo,Moov,2025-09-29
704,Porto-Novo,Celtiis,2025-11-30
705,Abomey,Celtiis,2025-11-15
706,Porto-Novo,Celtiis,2026-02-04
707,Parakou,Moov,2025-05-18
